datetime,LINK_ID,ROAD_ROUTE_ID,SECTN_CAR_CNT,TR_VOL_5MN,SM_TR_VOL_5MN,MD_TR_VOL_5MN,LG_TR_VOL_5MN,TR_VOL_15MN,SM_TR_VOL_15MN,MD_TR_VOL_15MN,LG_TR_VOL_15MN,TR_VOL_YMDH,SM_TR_VOL_YMDH,MD_TR_VOL_YMDH,LG_TR_VOL_YMDH
202108301900,1860217400,AD2500001044,16,115,115,0,0,287,287,0,0,1084,891,78,115
202108160050,1860217400,AD2500001044,0,7,1,0,6,,,,,,,,
202108080240,1860217400,AD2500001044,0,7,1,1,5,,,,,,,,
202108200240,1860217400,AD2500001044,0,9,3,3,3,,,,,,,,
202108301920,1860217400,AD2500001044,16,89,89,0,0,,,,,,,,
202108160110,1860217400,AD2500001044,0,9,5,2,2,,,,,,,,
202108080300,1860217400,AD2500001044,0,7,1,3,3,24,6,8,10,118,30,37,51
202108200300,1860217400,AD2500001044,0,8,2,3,3,19,6,4,9,75,20,15,40
202108301940,1860217400,AD2500001044,9,81,48,9,24,,,,,,,,
202108160130,1860217400,AD2500001044,0,8,5,2,1,20,9,4,7,,,,
202108080320,1860217400,AD2500001044,0,9,1,1,7,,,,,,,,
202108200320,1860217400,AD2500001044,0,10,2,4,4,,,,,,,,
202108160150,1860217400,AD2500001044,5,12,6,1,5,,,,,,,,
202108080340,1860217400,AD2500001044,0,7,3,3,1,,,,,,,,
202108200340,1860217400,AD2500001044,0,5,0,0,5,,,,,,,,
202108160210,1860217400,AD2500001044,0,5,2,2,1,,,,,,,,
202108030530,1860217400,AD2500001044,3,14,6,2,6,54,22,11,21,,,,
202108080400,1860217400,AD2500001044,2,5,2,1,2,25,7,7,11,102,29,25,48
202108200400,1860217400,AD2500001044,0,7,2,1,4,23,5,5,13,72,16,20,36
202108160230,1860217400,AD2500001044,0,11,1,5,5,32,5,14,13,,,,
202108030550,1860217400,AD2500001044,2,14,5,2,7,,,,,,,,
202108080420,1860217400,AD2500001044,0,12,5,4,3,,,,,,,,
202108200420,1860217400,AD2500001044,0,8,0,4,4,,,,,,,,
202108160250,1860217400,AD2500001044,0,9,1,3,5,,,,,,,,
202108030610,1860217400,AD2500001044,4,22,7,4,11,,,,,,,,
202108080440,1860217400,AD2500001044,6,6,2,2,2,,,,,,,,
202108200440,1860217400,AD2500001044,3,4,0,0,4,,,,,,,,
202108160310,1860217400,AD2500001044,0,6,1,3,2,,,,,,,,
202108051530,1860217400,AD2500001044,17,75,75,0,0,178,178,0,0,,,,
202108080500,1860217400,AD2500001044,2,6,2,0,4,24,6,8,10,103,26,32,45
202108200500,1860217400,AD2500001044,2,6,2,4,0,22,5,15,2,100,27,30,43
202108160330,1860217400,AD2500001044,0,7,2,4,1,21,8,6,7,,,,
202108051550,1860217400,AD2500001044,13,74,74,0,0,,,,,,,,
202108080520,1860217400,AD2500001044,0,9,3,2,4,,,,,,,,
202108200520,1860217400,AD2500001044,5,8,2,3,3,,,,,,,,
202108160350,1860217400,AD2500001044,0,6,2,2,2,,,,,,,,
202108051610,1860217400,AD2500001044,17,40,40,0,0,,,,,,,,
202108080540,1860217400,AD2500001044,0,6,2,1,3,,,,,,,,
202108200540,1860217400,AD2500001044,2,9,2,2,5,,,,,,,,
202108160410,1860217400,AD2500001044,2,9,3,0,6,,,,,,,,
202108051630,1860217400,AD2500001044,17,57,57,0,0,161,161,0,0,,,,
202108080600,1860217400,AD2500001044,0,14,4,4,6,33,6,7,20,147,38,41,68
202108200600,1860217400,AD2500001044,7,6,2,0,4,20,5,4,11,131,29,34,68
202108110450,1860217400,AD2500001044,2,5,1,0,4,,,,,,,,
202108080620,1860217400,AD2500001044,3,16,6,5,5,,,,,,,,
202108012115,1860217400,AD2500001044,0,54,15,14,25,132,33,49,50,,,,
202108200620,1860217400,AD2500001044,4,11,1,2,8,,,,,,,,
202108110510,1860217400,AD2500001044,2,7,0,3,4,,,,,,,,
202108080640,1860217400,AD2500001044,0,9,3,4,2,,,,,,,,
202108012135,1860217400,AD2500001044,7,43,12,16,15,,,,,,,,
202108200640,1860217400,AD2500001044,8,10,2,4,4,,,,,,,,
202108110530,1860217400,AD2500001044,5,15,2,5,8,38,7,11,20,,,,
202108080700,1860217400,AD2500001044,2,11,2,1,8,45,22,8,15,162,92,38,32
202108012155,1860217400,AD2500001044,4,37,10,10,17,,,,,,,,
202108200700,1860217400,AD2500001044,21,21,4,9,8,50,26,12,12,211,155,32,24
202108110550,1860217400,AD2500001044,10,29,11,2,16,,,,,,,,
202108080720,1860217400,AD2500001044,2,15,11,3,1,,,,,,,,
202108040715,1860217400,AD2500001044,11,26,18,6,2,71,46,15,10,,,,
202108200720,1860217400,AD2500001044,41,21,18,2,1,,,,,,,,
202108110610,1860217400,AD2500001044,8,25,5,8,12,,,,,,,,
202108080740,1860217400,AD2500001044,3,10,6,2,2,,,,,,,,
202108040735,1860217400,AD2500001044,54,36,22,8,6,,,,,,,,
202108200740,1860217400,AD2500001044,32,17,12,5,0,,,,,,,,
202108110630,1860217400,AD2500001044,8,28,10,2,16,86,34,11,41,,,,
202108080800,1860217400,AD2500001044,9,7,5,0,2,27,19,4,4,209,146,35,28
202108040755,1860217400,AD2500001044,27,26,19,6,1,,,,,,,,
202108200800,1860217400,AD2500001044,51,19,12,6,1,62,50,11,1,262,211,35,16
202108110650,1860217400,AD2500001044,11,27,12,9,6,,,,,,,,
202108080820,1860217400,AD2500001044,9,12,8,2,2,,,,,,,,
202108040815,1860217400,AD2500001044,58,61,38,18,5,164,104,43,17,,,,
202108200820,1860217400,AD2500001044,27,24,19,5,0,,,,,,,,
202108110710,1860217400,AD2500001044,17,18,17,1,0,,,,,,,,
202108080840,1860217400,AD2500001044,7,26,22,1,3,,,,,,,,
202108061735,1860217400,AD2500001044,22,50,50,0,0,,,,,,,,
202108200840,1860217400,AD2500001044,23,25,20,0,5,,,,,,,,
202108110730,1860217400,AD2500001044,48,34,27,5,2,99,71,19,9,,,,
202108080900,1860217400,AD2500001044,8,28,21,6,1,63,48,13,2,304,230,54,20
202108061755,1860217400,AD2500001044,18,39,39,0,0,,,,,,,,
202108200900,1860217400,AD2500001044,21,24,19,4,1,55,45,5,5,252,212,27,13
202108110750,1860217400,AD2500001044,46,44,31,11,2,,,,,,,,
202108080920,1860217400,AD2500001044,18,21,18,2,1,,,,,,,,
202108061815,1860217400,AD2500001044,14,48,48,0,0,124,124,0,0,,,,
202108200920,1860217400,AD2500001044,21,20,19,0,1,,,,,,,,
202108110810,1860217400,AD2500001044,32,30,22,6,2,,,,,,,,
202108080940,1860217400,AD2500001044,10,16,15,1,0,,,,,,,,
202108061835,1860217400,AD2500001044,24,42,42,0,0,,,,,,,,
202108200940,1860217400,AD2500001044,17,16,15,1,0,,,,,,,,
202108110830,1860217400,AD2500001044,72,79,47,16,16,202,129,38,35,,,,
202108081000,1860217400,AD2500001044,8,37,25,7,5,97,65,25,7,446,377,54,15
202108190635,1860217400,AD2500001044,0,25,5,5,15,,,,,,,,
202108201000,1860217400,AD2500001044,20,34,27,4,3,104,91,9,4,367,336,21,10
202108110850,1860217400,AD2500001044,31,86,51,27,8,,,,,,,,
202108081020,1860217400,AD2500001044,9,29,16,10,3,,,,,,,,
202108190655,1860217400,AD2500001044,17,9,3,1,5,,,,,,,,
202108201020,1860217400,AD2500001044,39,28,25,3,0,,,,,,,,
202108270220,1860217400,AD2500001044,0,10,2,3,5,,,,,,,,
202108110910,1860217400,AD2500001044,19,40,27,10,3,,,,,,,,
202108190715,1860217400,AD2500001044,13,14,7,4,3,35,21,10,4,,,,
202108201040,1860217400,AD2500001044,13,19,19,0,0,,,,,,,,
202108270240,1860217400,AD2500001044,0,9,3,3,3,,,,,,,,
202108110930,1860217400,AD2500001044,26,86,55,19,12,213,134,53,26,,,,
202108190735,1860217400,AD2500001044,45,20,15,4,1,,,,,,,,
202108201100,1860217400,AD2500001044,20,36,36,0,0,92,92,0,0,456,456,0,0
202108270300,1860217400,AD2500001044,0,8,2,3,3,19,6,4,9,75,20,15,40
202108110950,1860217400,AD2500001044,26,71,49,14,8,,,,,,,,
202108010410,1860217400,AD2500001044,0,9,1,6,2,,,,,,,,
202108190755,1860217400,AD2500001044,25,12,8,3,1,,,,,,,,
202108270320,1860217400,AD2500001044,2,10,2,4,4,,,,,,,,
202108111010,1860217400,AD2500001044,13,64,41,14,9,,,,,,,,
202108012230,1860217400,AD2500001044,0,57,16,11,30,121,33,28,60,,,,
202108190815,1860217400,AD2500001044,64,22,13,8,1,63,47,13,3,,,,
202108270340,1860217400,AD2500001044,0,5,0,0,5,,,,,,,,
202108111030,1860217400,AD2500001044,24,91,71,16,4,257,237,16,4,,,,
202108012250,1860217400,AD2500001044,0,28,9,6,13,,,,,,,,
202108190835,1860217400,AD2500001044,64,22,14,7,1,,,,,,,,
202108270400,1860217400,AD2500001044,0,7,2,1,4,23,5,5,13,72,16,20,36
202108111050,1860217400,AD2500001044,15,89,89,0,0,,,,,,,,
202108012310,1860217400,AD2500001044,0,16,4,5,7,,,,,,,,
202108190855,1860217400,AD2500001044,27,18,14,4,0,,,,,,,,
202108270420,1860217400,AD2500001044,2,8,0,4,4,,,,,,,,
202108111110,1860217400,AD2500001044,13,53,53,0,0,,,,,,,,
202108040830,1860217400,AD2500001044,54,79,47,16,16,202,129,38,35,,,,
202108190915,1860217400,AD2500001044,34,39,31,5,3,103,89,9,5,,,,
202108270440,1860217400,AD2500001044,6,4,0,0,4,,,,,,,,
202108111130,1860217400,AD2500001044,25,67,67,0,0,225,225,0,0,,,,
202108040850,1860217400,AD2500001044,30,86,51,27,8,,,,,,,,
202108190935,1860217400,AD2500001044,29,41,34,6,1,,,,,,,,
202108270500,1860217400,AD2500001044,0,6,2,4,0,22,5,15,2,100,27,30,43
202108111150,1860217400,AD2500001044,22,94,94,0,0,,,,,,,,
202108040910,1860217400,AD2500001044,36,40,27,10,3,,,,,,,,
202108190955,1860217400,AD2500001044,12,21,16,5,0,,,,,,,,
202108270520,1860217400,AD2500001044,3,8,2,3,3,,,,,,,,
202108111210,1860217400,AD2500001044,12,62,62,0,0,,,,,,,,
202108040930,1860217400,AD2500001044,14,86,55,19,12,213,134,53,26,,,,
202108191015,1860217400,AD2500001044,23,52,37,11,4,140,115,19,6,,,,
202108270540,1860217400,AD2500001044,4,9,2,2,5,,,,,,,,
202108111230,1860217400,AD2500001044,11,102,102,0,0,251,251,0,0,,,,
202108061850,1860217400,AD2500001044,14,32,32,0,0,,,,,,,,
202108191035,1860217400,AD2500001044,0,52,52,0,0,,,,,,,,
202108270600,1860217400,AD2500001044,9,6,2,0,4,20,5,4,11,131,29,34,68
202108111250,1860217400,AD2500001044,11,80,80,0,0,,,,,,,,
202108061910,1860217400,AD2500001044,17,24,24,0,0,,,,,,,,
202108191055,1860217400,AD2500001044,13,32,32,0,0,,,,,,,,
202108270620,1860217400,AD2500001044,15,11,1,2,8,,,,,,,,
202108111310,1860217400,AD2500001044,18,68,68,0,0,,,,,,,,
202108061930,1860217400,AD2500001044,18,41,41,0,0,120,100,8,12,,,,
202108191115,1860217400,AD2500001044,34,64,64,0,0,169,169,0,0,,,,
202108270640,1860217400,AD2500001044,0,10,2,4,4,,,,,,,,
202108111330,1860217400,AD2500001044,20,112,112,0,0,296,296,0,0,,,,
202108061950,1860217400,AD2500001044,27,47,18,9,20,,,,,,,,
202108191135,1860217400,AD2500001044,46,60,60,0,0,,,,,,,,
202108192150,1860217400,AD2500001044,16,56,20,16,20,,,,,,,,
202108270700,1860217400,AD2500001044,10,21,4,9,8,50,26,12,12,211,155,32,24
202108111350,1860217400,AD2500001044,16,108,108,0,0,,,,,,,,
202108191155,1860217400,AD2500001044,11,39,39,0,0,,,,,,,,
202108192210,1860217400,AD2500001044,5,31,9,12,10,,,,,,,,
202108270720,1860217400,AD2500001044,19,21,18,2,1,,,,,,,,
202108111410,1860217400,AD2500001044,12,60,60,0,0,,,,,,,,
202108191215,1860217400,AD2500001044,10,45,45,0,0,149,149,0,0,,,,
202108192230,1860217400,AD2500001044,4,41,8,20,13,109,33,39,37,,,,
202108270740,1860217400,AD2500001044,28,17,12,5,0,,,,,,,,
202108111430,1860217400,AD2500001044,18,82,82,0,0,242,242,0,0,,,,
202108191235,1860217400,AD2500001044,9,64,64,0,0,,,,,,,,
202108192250,1860217400,AD2500001044,6,32,18,6,8,,,,,,,,
202108270800,1860217400,AD2500001044,81,19,12,6,1,62,50,11,1,262,211,35,16
202108191255,1860217400,AD2500001044,15,50,50,0,0,,,,,,,,
202108300650,1860217400,AD2500001044,8,40,8,8,24,,,,,,,,
202108192310,1860217400,AD2500001044,2,16,6,3,7,,,,,,,,
202108270820,1860217400,AD2500001044,73,24,19,5,0,,,,,,,,
202108191315,1860217400,AD2500001044,24,71,71,0,0,169,169,0,0,,,,
202108300710,1860217400,AD2500001044,14,27,14,6,7,,,,,,,,
202108192330,1860217400,AD2500001044,3,25,4,10,11,66,17,18,31,,,,
202108270840,1860217400,AD2500001044,35,25,20,0,5,,,,,,,,
202108191335,1860217400,AD2500001044,24,67,67,0,0,,,,,,,,
202108300730,1860217400,AD2500001044,48,45,28,16,1,105,72,29,4,,,,
202108192350,1860217400,AD2500001044,2,19,5,5,9,,,,,,,,
202108270900,1860217400,AD2500001044,18,24,19,4,1,55,45,5,5,252,212,27,13
